522059,"제대군인지원센터, 고용 우수기업 인증 현판 제막식 진행",김수현 기자,2020.10.26 13:10:45,"[프라임경제] 서울지방보훈청 제대군인지원센터(센터장 배미숙)는 2020년 제9회 제대군인주간을 기념해 국가보훈처가 제대군인 고용 우수기업으로 선정한 서울 소재 기업을 대상으로 이달 30일까지 고용 우수기업 인증 현판식을 진행한다.배미숙 서울제대군인지원센터장(왼쪽 두번째)과 이명희 아임파워 대표이사(왼쪽 세번째)가 '2020 제대군인 고용우수기업' 인증 현판 제막식 후 기념패를 전달하고 있다. ⓒ 제대군인지원센터제대군인 고용 우수기업 인증제도는 국가보훈처가 해마다 10월 제대군인주간을 맞아 제대군인 채용에 적극적이고 고용환경이 우수한 기업과 기관에 인증을 부여하는 제도로 선정 기업에는 △기업홍보△교육지원 △인재 추천 등 다양한 혜택을 제공하고 있다.올해에는 △아임파워 △알투에스 △한국금융안전 △광인산업 △미성에스엔피 △미성엠프로 △공우이엔씨 △제주항공 등 8개 기업이 제대군인 고용 우수기업으로 선정됐다.이들 업체는 △시설관리 △경비보안 △항공서비스 업체들로 꾸준히 다수의 제대군인을 채용해 기업의 성장과 동시에 제대군인들에게 안정적인 일자리를 제공하는 것으로 알려졌다.이명희 아임파워 대표는 현판식을 진행한 자리에서 ""제대군인 고용 우수기업으로 선정되어 매우 기쁘다. 제대군인분들은 군에서 몸에 밴 성실함과 책임감으로 기업환경에 빠르게 적응하고 회사의 발전에 기여하는 바가 많다. 앞으로도 많은 더 많은 제대군인분들을 채용하기 위해 노력하고 제대군인지원센터와 협력하겠다""라는 소감을 남겼다.제대군인지원센터는 앞으로도 5년 이상 군 복무 후 전역한 중·장기복무 제대군인 일자리 창출을 위해 기업회원을 확대하고 고용 우수기업을 발굴 지원할 예정이다.제대군인 고용 우수기업에 대해 알고 싶거나 선정을 희망하는 기업은 제대군인지원센터 홈페이지 또는 제대군인지원센터로 문의하면 알 수 있다."
470107,"대전세종충남 여성벤처협회, 경력단절여성 경제활동 참여 도와",박지혜 기자,2019.08.02 13:35:29,"[프라임경제] 대전세종충남여성벤처협회(회장 강경애)는 '2019년 대덕구 경력단절여성 성공창업 지원사업' 통합멘토링을 진행했다고 2일 밝혔다.'2019 대덕구 경력단절여성 성공창업' 통합 멘토링 참가자들이 기념촬영을 하고 있다. ⓒ 대전세종충남여성벤처협회이번 통합멘토링은 지난달 26일 개최됐으며 5월에 이어 두 번째 진행됐다. 이날 신규 창업한 6개 기업들이 사업기간동안 준비한 시제품 론칭 PR 발표와 전시를 했다.아울러 창업 전문가와 대전세종충남여성벤처협회 회원사 기업인들의 고견을 듣는 시간을 가졌다.강경애 회장은 ""창업 전문가 및 실제 창업의 경험과 노하우를 보유한 여성기업인들의 다양한 관점에서의 통합적 멘토링은 굉장히 실제적이었다""며 ""시제품 론칭 PR의 시간을 통해 제품에 대한 보완점과 시장성에 대한 고민을 함께하게 된 유익한 시간이었다""고 말했다.한편, 대덕구 경력단절여성 성공창업 지원사업은 고용노동부의 '지역 산업맞춤형 일자리창출' 지원사업의 일환이다.대덕구 우수 예비 창업자 발굴 및 창업전문교육을 통한 경력단절여성의 경제활동 참여 증진을 위해 대덕구(구청장 박정현)와 대전세종충남 여성벤처협회 주관으로 진행하고 있다. 현재 신규창업 6개를 등록해 집중 멘토링을 실시하고 있다."
537434,"용산청소년수련관, 보성여중 · 선린중 업무협약 체결",김수현 기자,2021.03.19 15:55:01,"[프라임경제] 용산구시설관리공단(이사장 이판수) 용산청소년수련관은 지난 4일과 11일, 각각 선린중 · 보성여중과 지역 청소년활동 활성화를 위한 업무협약을 체결했다고 19일 밝혔다.용산청소년수련관이 보성여중 · 선린중과 업무협약을 체결했다. ⓒ 용산구시설관리공단용산청소년수련관은 업무협약을 통해 상호신뢰를 바탕으로 다양한 사업을 공동으로 추진하며 지역사회와 함께 청소년들의 건강한 성장을 지원하기로 했다.선린중학교는 1~3학년 전교생 봉사협력 활동 기본교육을 지난 10일 비대면 동영상 교육으로 진행했으며, 오는 5월21일부터 6월4일까지 전교생을 대상으로 인권교육과 온라인 챌린지 캠페인을 진행해 청소년들이 주도적으로 자원봉사활동을 실천할 수 있도록 지원한다.보성여중과는 3학년을 대상으로 전환기 교육의 일환으로 4차 산업 관련 코딩, 3D프린터·펜 등의 프로그램을 공동 운영해 청소년의 디지털 역량 증진 강화를 위해 함께 노력하기로 했다.이날 보성여자중학교에서는 수련관이 그동안 찾아가는 문화산책, Movie Togther 등 청소년문화예술활동에 적극적으로 지원해 준 것에 대한 감사장을 수여했다.수련관은 앞으로도 관내학교와 협력하며 지역사회 청소년들에게 필요한 맞춤형 서비스와 다양한 체험활동 프로그램을 제공해 지역 청소년들이 행복하게 성장할 수 있도록 지원체계를 구축할 예정이다."
436721,"직업건강협회, 감정노동자 보호법 시행 기념 세미나 개최",박지혜 기자,2018.11.19 14:13:08,"[프라임경제] 직업건강협회(회장 정혜선)는 15일 '제4회 대한민국 안전산업박람회'가 개최된 일산 킨텍스 세미나실에서 '감정노동자 보호법 시행 기념 세미나'를 개최했다.정혜선 직업건강협회장이 '감정노동자 보호를 위한 매뉴얼 작성방법'에 대한 강의를 하고 있다. ⓒ 직업건강협회우리나라의 감정노동자는 약 800만여명에 달해 근로자의 40%를 차지한다. 주로 근무하는 일터는 콜센터, 백화점, 항공사 등을 비롯해 병원, 돌봄 기관 및 공공부서까지 다양한 분야로 확산되고 있다.이번 세미나는 지난 10월18일 '감정노동자 보호법'이 시행된 것을 계기로 사업장에서 감정노동자 보호를 위해 준비해야 할 사항을 알려준 내용으로 150여명이 참석한 가운데 성황리에 진행됐다.감정노동자 보호법에는 고객응대업무로 인해 발생하는 건강장해를 예방하고, 이로 인한 건강장해가 발생하거나 발생할 우려가 있는 경우 업무의 일시적 중단이나 전환 등을 시행할 수 있는 내용을 포함하고 있다.제1부 주제발표에서는 감정노동 컨설팅 사업 동영상 상영을 시작으로 두원공과대학교 정명희 교수의 '감정노동자 컨설팅 사업의 주요 내용 및 추진 효과'에 대한 발표가 있었다.또한 최은희 을지대학교 교수의 '법에 근거한 감정노동자 보호 예방대책 추진방법'에 대한 내용이 발표됐으며, 정혜선 직업건강협회장의 '감정노동자 보호를 위한 매뉴얼 작성방법'에 대한 발표가 이어졌다.제2부 사례발표에서는 박종필 NH농협 차장의 '콜센터 감정노동관리 및 매뉴얼 작성 사례'와 중앙보훈병원 박경희 보건관리자의 '의료기관 감정노동관리 및 매뉴얼 작성 사례'가 발표됐으며, 한규남 안전보건공단 직업건강실 차장의 '감정노동 캠페인 추진현황' 등이 소개됐다.정혜선 직업건강협회장은 ""앞으로도 감정노동자를 위한 교육 및 컨설팅 사업을 적극적으로 추진하고, 사업장에서 필요로 하는 안내 멘트 제공과 홍보물 제공 등을 전문적으로 지원하겠다"" 강조했다.한편, 직업건강협회는 2015년부터 감정노동자를 보호하기 위한 컨설팅 사업, 홍보 및 캠페인 사업, 감정노동자 교육 및 연구사업 등을 적극적으로 수행해왔으며, '감정노동관리사' 민간자격증도 발급하고 있다.특히 2017년부터는 전국의 감정노동 사업장 1000개소에 대해 사업장을 직접 방문해 컨설팅을 추진하면서 감정노동자 보호가 사업장에 정착될 수 있도록 힘쓰고 있다. 감정노동 업무와 관련해 궁금한 사항은 직업건강협회 마음건강힐링센터로 문의하면 된다."
560632,"서울제대군인지원센터, 4차산업 정보보안 분야 워크숍 성료",김수현 기자,2022.02.04 10:36:44,"[프라임경제] 서울지방보훈청 제대군인지원센터(센터장 강현주, 이하 센터)가 4차산업 정보보안 분야에 대한 취업 워크숍을 온라인으로 진행했다고 밝혔다.서울제대군인지원센터가 4차 산업 정보보안 분야에 대한 취업 워크숍을 진행했다. ⓒ 서울제대군인지원센터정보통신기술의 여러 분야가 융합해 이루어지는 차세대 산업혁명인 4차산업혁명에서 정보보안의 중요성은 매우 커지고 있다. 기술적 발전은 고도화되고 영역은 넓어지고 있으며 속도는 더욱 빨라지고 있다.특히 정보보안 전문가는 IT분야에서 △해킹 △보안관제 △악성코드 분석 △보안솔루션 등 첨단분야 기술로 개인·기업·정부·국가 중요시설에서 꾸준한 수요 증가가 예상되는 분야다.강의를 맡은 22년 경력의 박형근 한국IBM 실장은 정보보안을 생산하는 대기업에서 오랜 경력을 쌓은 전문가로 다양한 연구와 강의를 수행했다.그는 ""정보보안은 분야가 넓고 다양하다""며 ""제대군인은 군에서 크고 작은 다양한 보안업무를 수행한 경험이 있기 때문에 경력, 능력을 고려해 짧게는 몇 개월, 길게는 1~2년 동안의 직무교육과 실무경력을 쌓아 취업할 가능성이 크다""고 말했다.정보보안 분야로 취업을 고민하던 제대군인은 ""정보보안 관련 분야는 오랜 시간이 걸리는 것으로 알고 있었지만, 이번 강의를 통해 경력과 수준을 높이면 되겠다는 방법론을 알게 됐다""고 소감을 전했다.서울제대군인지원센터는 5년 이상 중, 장기복무 제대군인의 원활한 사회복귀 지원과 제대군인들의 취업지원을 위해 다양한 주제에 대한 워크숍과 특강을 진행한다.취업을 준비하는 제대군인은 누구나 제대군인지원센터 홈페이지 또는 서울제대군인지원센터로 문의하면 된다."
597819,"여성벤처협회, 육성 전문 창업기획자 4개사 선정",안서희 기자,2023.04.05 10:38:33,"[프라임경제] 한국여성벤처협회(회장 윤미옥)는 여성벤처기업 육성을 위해 추진하고 있는 '2023 민간협력 여성벤처·스타트업 육성'에 참여할 여성전문 창업기획자를 최종 선정했다고 밝혔다.한국여성벤처협회 로고. ⓒ 한국여성벤처협회4개사 모집에 총 19개의 액셀러레이터가 접수했고, 중소벤처기업부 초격차 10대 기술, 푸드 및 리테일 분야 여성창업기업의 해외진출 지원을 제시한 더인벤션랩을 비롯한 비스퀘어·젠액시스·한양대기술지주가 높은 평가를 받아 선정됐다.2017~21년 연평균 기술기반 업종 여성창업 증가율은 여성이 7.6%로 남성(3.0%) 보다 2배 이상 높다. 저출산․고령화 등 경제활동인구 감소에 따라 인적지원으로서 양질의 여성인력 활용은 국가경쟁력 확보 수단으로 정책적 지원 필요성이 꾸준히 제시돼 왔다.이러한 취지에서 협회는 중소벤처기업부의 적극적인 지원을 바탕으로 정부 예산 3.2억원을 투입해 전문적 지원의 한계로 어려움을 겪고 있는 여성 기술창업자의 성장통 해결을 지원했다.지난해 처음으로 2개 여성전문 창업기획자를 선정해 11개 기업을 지원한 결과 5개 여성벤처기업에 17억원의 민간투자를 이끌어 내는데 성공해 올해 정부 지원금은 3.2억원에서 7억원으로, 창업기획자 선정규모는 2개사에서 4개사로 확대됐다.올해 역시 최종 선정된 운영기관은 여성친화제품 등 여성 특유의 감성과 특성이 반영된 혁신기술 기반 유망 여성 스타트업을 발굴해 △기업 맞춤형 지원설계 △교육·멘토링 △사업화 자금 지원(평균 1천만원) △협력네트워크 등 창업기업의 성장단계를 고려한 특화프로그램을 제공한다.이어 초기투자부터 연계투자까지 창업성공을 위한 과정을 체계적으로 지원할 예정이다.윤미옥 회장은 ""앞으로도 협회는 담대한 도전으로 최고의 성과를 만들어갈 기술기반 미래 여성기업을 발굴, 육성해 여성 창업생태계의 변화를 이끌겠다""며 정부와 투자업계에 지속적인 관심과 협조를 당부했다."
538232,"서울제대군인지원센터, 미국 취업 전문가와 온라인 설명회 개최",김수현 기자,2021.03.26 10:26:48,"[프라임경제] 서울제대군인지원센터(센터장 배미숙, 이하 센터)가 미국 취업에 관심이 있는 제대군인들에게 기회 제공의 장을 열고자 발 빠르게 움직이고 있다.센터가 오는 30일 미국 취업전문기관인 '사이다링크'의 이인석 이사를 초빙해 미국 취업 온라인 설명회를 개최한다.이번 온라인 취업설명회는 단순히 취업 방법을 소개하는 대신 △제대군인에게 적합한 취업비자와 종류 △군대 경력 활용 방법 △실제로 지원 가능한 기업의 리스트들과 직무를 자세하게 공개할 예정이다.설명회에 참여하고 지원을 희망하는 제대군인에게는 1대1 상담을 통해 적합한 미국 일자리를 매칭하는 서비스를 제공한다.또 해외취업에 관심은 있지만 지방에 살고 있거나 외출이 어려운 제대군인들을 위해 해외취업 채용설명회를 온라인(Zoom)으로 진행할 예정이다.센터 관계자는 ""제대군인지원센터에서는 앞으로도 지속적으로 온라인을 이용한 각국의 해외취업 관련 설명회를 진행 할 예정""이라며 ""희망 국가 및 직무가 있는 제대군인이라면 해외취업담당관에게 상담 신청을 하는 것도 좋은 방법""이라고 덧붙였다."
601237,HR서비스산업협회 '2023 우수 아웃소싱기업 안내서 발간',안서희 기자,2023.05.12 16:25:33,"[프라임경제] 종합아웃소싱사업자단체인 한국HR서비스산업협회(회장 김정현, 이하 협회)가 2023년판 '회원사 가이드북'을 e북으로 발간했다.한국HR서비스산업협회가 2023년판 '회원사 가이드북'을 e북으로 발간했다.  ⓒ  한국HR서비스산업협회회원사 가이드북은 협회가 2014년부터 '우수 아웃소싱기업 안내를 위한 책자'로 매년 발행· 무상배포해  아웃소싱을 사용하고 있거나 사용하고자 하는 기업체 담당자들에게 우수 아웃소싱기업 안내서 역할을 해오고 있다.김정현 협회 회장은 ""우리나라 도급, 용역, 파견, 고용서비스 분야의 2만여 아웃소싱사업자 중에서 협회가 가이드북을 통해 추천하는 기업들이야 말로 각 부문에서 우리나라 최고의 아웃소싱서비스를 제공하는 기업들로 사용사에 많은 도움이 되기를 바란다""고 말했다.회원사 가이드북은 아웃소싱기업의 서비스 소개 및 강점, 업력, 매출, 근로자 현황, 연혁 및 상훈 등을 모두 확인할 수 있도록 구성돼 있다.협회 측은 ""그간 회원사 가이드북을 책자형태로 출간해 왔지만, 그 수요를 감당키 어려워 보다 많은 사용사 담당자들이 가이드북을 보다 쉽게 접하고 활용할 수 있도록 2023년부터는 e북으로 발간하게 됐다""고 밝혔다.남창우 협회 사무총장은 ""협회는 다양한 분야의 국내 우수 아웃소싱기업들이 모여 있는 사업자단체로, 회원사 서비스력을 협회가 보증한다""며 ""가이드북 수록과 대외홍보를 원하는 국내 우수 아웃소싱기업들의 많은 관심을 바란다""고 말했다."
307849,HR서비스기업이 꼭 알아야 할 M&A 실무교육,김경태 기자,2015.05.28 15:21:20,"[프라임경제] (사)한국HR서비스산업협회(회장 구자관·이하 협회)는 내달 3일 HR서비스기업을 대상으로 선릉에 위치한 협회 교육장에서 'HR서비스기업이 알아야 할 M&A 실무교육'을 실시한다.HR서비스기업의 영업확대 때 내부역량을 강화하는 방법도 있지만 대부분 기업M&A를 이용하는 것이 현실이다. 그러나 매입하는 기업의 가치 및 경쟁력을 평가하고 이를 활용하는 방법과 인수합병 시 발생하는 문제점에 대한 대처 등에 대한 교육은 없었다.이런 이유로 관련 외부업체에만 맡겨 문제 발생 시 대처하기에 급급하거나, 기업을 매도하는 시점에서는 최대한 기업가치를 상승시켜야 함에도 이에 대한 부분 또한 미흡한 것이 실정이다.이에 협회는 △M&A 개념 △M&A 방법 △M&A 진행 시 주의사항 △M&A 진행 시 고려사항 등을 알리고자 기업 M&A 및 경영컨설팅 전문가인 이창헌 (사)한국M&A투자협의회 회장에게 강의를 맡겼다.노언수 협회 부장은 ""HR서비스기업이 업무분야를 종합 HR서비스로 확대하면서 기업의 매수, 매도가 활발하다""며 ""이번 교육을 통해 우리 기업들 간 발생할 수 있는 분쟁에 대해 원천적 방지가 가능해질 것""이라고 말했다.한편 이번 교육신청은 오는 6월1일까지며, 자세한 사항은 협회로 문의하면 된다."
321239,'2015 부산 컨택센터 페스티벌' 40개 기관·기업 700여명 참석,김상준 기자,2015.11.16 10:54:11,"[프라임경제] 여성일자리 창출 효자로 각광을 받고 있는 컨택센터에 종사하는 상담사들을 위한 한마당 행사가 부산 롯데호텔 3층 크리스탈 볼룸에서 지난 12일 개최됐다.지난 12일 부산 롯데호텔 3층 크리스탈 볼룸에서 개최된 '2015 부산 컨택센터 페스티벌'에 서병수 부산시장이 참석해 상담사들을 격려했다. = 김상준 기자'2015 부산 컨택센터 페스티벌'은 지난달 대전과 대구에 이어 지자체로는 3번째 개최하는 행사로, 이날 행사에는 서병수 부산시장을 비롯해 최수기 부산컨택센터협의회 회장, 40개 기관 및 기업에서 700여명의 상담사들이 참석했다.특히, 이번 상담사의 밤 행사에는 초대 가수로 김건모가 함께한 가운데 여느 때보다 반응이 뜨거웠다.6시부터 시작된 이번 행사는 최수기 회장의 개회선언에 이어 유공자에 대한 표창이 이어졌다.협의회장상은 KTCS 강호영을 비롯해 △아인텔레서비스 김혜은 △아인텔레서비스 정희진 △현대씨앤알 하지민 △서비스탑 김선정 △서비스탑 서정은 △롯데카드 김선영 △CJ텔레닉스 박선영 △세영씨엔에스 한아람 △농협 김정희 △한화생명 김현정 등 11명이 영광을 안았다.부산시장 표창은 △KTCS 박자영 △AXA 김명주 △한국고용정보 김현주 △CJ텔레닉스 이미선 △부산은행 문선희 등 5명이 선정됐다.표창수여 후 서병수 부산시장은 축사를 통해 ""이 자리에는 아주 모범적이고 인내심이 많은 분들이 함께 했기 때문에 '예의 없는 사람들'에 대해서는 용서를 했으면 한다""며 ""그들로 인해 스트레스를 받았다면 오늘하루 즐겁게 즐기시고 모든 걸 발산하는 자리가 되길 바란다""고 말해 뜨거운 박수갈채가 쏟아졌다.2부 행사로는 상담사들이 직접 참여하거나 함께 하는 자리로 마련됐다. 미디어 퀴즈쇼에 이어 △남성 4인조 타이거쥬스 공연 △김건모 공연이 이어졌다.특히 초대가수 김건모는 이름값을 톡톡히 했다. 상담사를 무대로 올려 그들만을 위한 세레나데를 불러주는가 하면, 콘서트를 방불케 하는 무대매너로 여태껏 게스트와는 다른 무대를 선보였다. 대표곡인 '핑계'를 열창할 때는 참석자 모두가 함께 따라 부르며 흥겨운 한때를 보냈다.한편 부산시는 지난 2007년부터 상담사들의 사기진작을 위해 어울림 한마당을 실시, 올해로 9회째를 맞았다."
