description,KoELECTRA,KoBERT,FastText,USE,SBERT,score_keyword,keyword_konlpy,
한국어 default,0.8961332865999998,0.8719306836999999,0.876569008,0.5609989393999999,0.7411741635000001,2.17,3.258
